X [ m ], Y [ m ], Z [ m ], Area [ m^2 ], AREA_STRETCH, THICKNESS [ m ], THICKNESS DES [ m ], THICKNESS INI [ m ], THICKNESS NEW [ m ], THICKNESS PRF [ m ], Volume [ m^3 ]
1.48927951231598854065e-02, -5.02064685861114412546e-05, 4.58690337836742401123e-02, 1.24152738862903788686e-05, 1.81240546703338623047e+00, 1.51720060966908931732e-03, 1.50000001303851604462e-03, 2.71077943034470081329e-03, 2.69349850714206695557e-03, 2.68312008120119571686e-03, 0.00000000000000000000e+00
1.41487699002027511597e-02, -4.64809825643897056580e-03, 4.59050200879573822021e-02, 1.24038615467725321651e-05, 1.81209540367126464844e+00, 1.51730584912002086639e-03, 1.50000001303851604462e-03, 2.71077943034470081329e-03, 2.69349850714206695557e-03, 2.68295267596840858459e-03, 0.00000000000000000000e+00
1.41794728115200996399e-02, 4.55398065969347953796e-03, 4.58425134420394897461e-02, 1.24390953715192154050e-05, 1.81236350536346435547e+00, 1.51716801337897777557e-03, 1.50000001303851604462e-03, 2.71077943034470081329e-03, 2.69349850714206695557e-03, 2.68317200243473052979e-03, 0.00000000000000000000e+00
1.49919036775827407837e-02, 8.88831855263561010361e-05, 6.17768727242946624756e-02, 1.24884163597016595304e-05, 1.81825888156890869141e+00, 1.49307877290993928909e-03, 1.50000001303851604462e-03, 2.67747300677001476288e-03, 2.68995738588273525238e-03, 2.68864352256059646606e-03, 0.00000000000000000000e+00
1.42351398244500160217e-02, 4.70566889271140098572e-03, 6.17403015494346618652e-02, 1.24519019664148800075e-05, 1.81819283962249755859e+00, 1.49306026287376880646e-03, 1.50000001303851604462e-03, 2.67747300677001476288e-03, 2.68995738588273525238e-03, 2.68867379054427146912e-03, 0.00000000000000000000e+00
1.42903020605444908142e-02, -4.53427853062748908997e-03, 6.18079528212547302246e-02, 1.25149081213749013841e-05, 1.81831812858581542969e+00, 1.49300205521285533905e-03, 1.50000001303851604462e-03, 2.67747300677001476288e-03, 2.68995738588273525238e-03, 2.68876785412430763245e-03, 0.00000000000000000000e+00
1.48575194180011749268e-02, -8.08876502560451626778e-05, 4.31955680251121520996e-02, 1.24386860989034175873e-05, 1.81234061717987060547e+00, 1.51977303903549909592e-03, 1.50000001303851604462e-03, 2.72283656522631645203e-03, 2.71386001259088516235e-03, 2.69094645045697689056e-03, 0.00000000000000000000e+00
1.41106918454170227051e-02, -4.65313810855150222778e-03, 4.32305671274662017822e-02, 1.24064808915136381984e-05, 1.81258344650268554688e+00, 1.52114033699035644531e-03, 1.50000001303851604462e-03, 2.72283656522631645203e-03, 2.71386001259088516235e-03, 2.68877623602747917175e-03, 0.00000000000000000000e+00
1.41606284305453300476e-02, 4.49743214994668960571e-03, 4.31622900068759918213e-02, 1.24744774439022876322e-05, 1.81246435642242431641e+00, 1.52103474829345941544e-03, 1.50000001303851604462e-03, 2.72283656522631645203e-03, 2.71386001259088516235e-03, 2.68894410692155361176e-03, 0.00000000000000000000e+00
1.49863725528120994568e-02, 1.30252112285234034061e-04, 6.44572675228118896484e-02, 1.25033484437153674662e-05, 1.81628918647766113281e+00, 1.49559578858315944672e-03, 1.50000001303851604462e-03, 2.67919339239597320557e-03, 2.68757413141429424286e-03, 2.68629635684192180634e-03, 0.00000000000000000000e+00
1.42222922295331954956e-02, 4.72222547978162765503e-03, 6.44012019038200378418e-02, 1.24814450828125700355e-05, 1.81636869907379150391e+00, 1.49557867553085088730e-03, 1.50000001303851604462e-03, 2.67919339239597320557e-03, 2.68757413141429424286e-03, 2.68632406368851661682e-03, 0.00000000000000000000e+00
1.43037065863609313965e-02, -4.47232462465763092041e-03, 6.44864886999130249023e-02, 1.25362075777957215905e-05, 1.81673038005828857422e+00, 1.49560673162341117859e-03, 1.50000001303851604462e-03, 2.67919339239597320557e-03, 2.68757413141429424286e-03, 2.68627912737429141998e-03, 0.00000000000000000000e+00
1.48838907480239868164e-02, -1.27415332826785743237e-04, 4.05042469501495361328e-02, 1.25618116726400330663e-05, 1.82658493518829345703e+00, 1.52299948967993259430e-03, 1.50000001303851604462e-03, 2.74636456742882728577e-03, 2.72582564502954483032e-03, 2.70903413183987140656e-03, 0.00000000000000000000e+00
1.41624677926301956177e-02, -4.70230123028159141541e-03, 4.05520163476467132568e-02, 1.24792986753163859248e-05, 1.81979346275329589844e+00, 1.52608158532530069351e-03, 1.50000001303851604462e-03, 2.74636456742882728577e-03, 2.72582564502954483032e-03, 2.70411535166203975677e-03, 0.00000000000000000000e+00
1.42375361174345016479e-02, 4.47023846209049224854e-03, 4.04623895883560180664e-02, 1.25754104374209418893e-05, 1.82037675380706787109e+00, 1.52596377301961183548e-03, 1.50000001303851604462e-03, 2.74636456742882728577e-03, 2.72582564502954483032e-03, 2.70432163961231708527e-03, 0.00000000000000000000e+00
1.49789955466985702515e-02, 1.76610687049105763435e-04, 6.71490803360939025879e-02, 1.25200167531147599220e-05, 1.81522822380065917969e+00, 1.49812968447804450989e-03, 1.50000001303851604462e-03, 2.68194847740232944489e-03, 2.68738623708486557007e-03, 2.68496177159249782562e-03, 0.00000000000000000000e+00
1.42158158123493194580e-02, 4.73403371870517730713e-03, 6.71094879508018493652e-02, 1.25035803648643195629e-05, 1.81480312347412109375e+00, 1.49763154331594705582e-03, 1.50000001303851604462e-03, 2.68194847740232944489e-03, 2.68738623708486557007e-03, 2.68576666712760925293e-03, 0.00000000000000000000e+00
1.43195269629359245300e-02, -4.40323213115334510803e-03, 6.71927258372306823730e-02, 1.25652823044219985604e-05, 1.81406414508819580078e+00, 1.49780476931482553482e-03, 1.50000001303851604462e-03, 2.68194847740232944489e-03, 2.68738623708486557007e-03, 2.68548657186329364777e-03, 0.00000000000000000000e+00
1.49210384115576744080e-02, -1.64645767654292285442e-04, 3.77752892673015594482e-02, 1.27503899420844390988e-05, 1.84778213500976562500e+00, 1.51942961383610963821e-03, 1.50000001303851604462e-03, 2.78082164004445075989e-03, 2.75592366233468055725e-03, 2.74890684522688388824e-03, 0.00000000000000000000e+00
1.41660142689943313599e-02, -4.69718500971794128418e-03, 3.78186665475368499756e-02, 1.26750528579577803612e-05, 1.83710134029388427734e+00, 1.52327353134751319885e-03, 1.50000001303851604462e-03, 2.78082164004445075989e-03, 2.75592366233468055725e-03, 2.74265510961413383484e-03, 0.00000000000000000000e+00
